H,0.178983,0.143577,0.092973,0.018037,0.024766,0.019098,0.015192,0.014036,0.006852,0.014695,0.005206,0.007158,0.004207,0.008388,0.005736,0.002737,0.003597,0.002056,0.002290
C,0.282270,0.189189,0.160239,0.078117,0.060296,0.027175,0.042533,0.018122,0.017540,0.018762,0.011197,0.008980,0.008269,0.011835,0.011307,0.011196,0.011291,0.007518,0.005518
=,0.337718,0.183880,0.104631,0.090193,0.033984,0.024958,0.045079,0.025734,0.016880,0.028335,0.017439,0.018502,0.010327,0.010803,0.018105,0.016272,0.010302,0.007249,0.003895
<,0.924098,0.341112,0.247227,0.136439,0.076981,0.075315,0.059117,0.034948,0.028289,0.036155,0.002484,0.008287,0.014312,0.012131,0.009420,0.007699,0.009186,0.009582,0.003766
S,0.283896,0.151001,0.096105,0.081058,0.060249,0.026640,0.029466,0.022854,0.012750,0.018320,0.006085,0.007500,0.017015,0.015109,0.020808,0.011630,0.008091,0.004484,0.004790
F,0.052532,0.096559,0.032314,0.038970,0.011448,0.024296,0.007646,0.022628,0.005810,0.008648,0.009603,0.007613,0.008507,0.008121,0.006407,0.004626,0.002154,0.004848,0.002602
2,0.664745,0.331032,0.296965,0.186137,0.041228,0.050095,0.032978,0.023637,0.020179,0.029184,0.049041,0.022492,0.016047,0.024445,0.012627,0.019643,0.012185,0.016086,0.005676
M,0.066082,0.109615,0.037410,0.042990,0.043739,0.016240,0.029097,0.023115,0.017257,0.005593,0.006834,0.006541,0.008759,0.008824,0.013452,0.012121,0.013017,0.008214,0.004553
K,0.321679,0.161361,0.096214,0.073279,0.038882,0.040801,0.024847,0.022553,0.029250,0.013498,0.012044,0.006828,0.011340,0.008713,0.005552,0.009971,0.007209,0.004713,0.006370
=,0.371504,0.167396,0.119570,0.097506,0.029130,0.043477,0.046575,0.019512,0.015889,0.018969,0.009637,0.015569,0.013258,0.013322,0.014787,0.015512,0.007574,0.014204,0.008285
H,0.181248,0.161609,0.078284,0.028510,0.029880,0.022817,0.019533,0.022108,0.009200,0.019576,0.007097,0.012208,0.005508,0.005023,0.008226,0.004005,0.003862,0.002859,0.002900
4,0.989379,0.273587,0.101794,0.259010,0.340668,0.188209,0.050516,0.070600,0.059853,0.026780,0.030481,0.021085,0.019910,0.019333,0.008412,0.034573,0.025495,0.017405,0.006953
6,0.830016,0.228167,0.325914,0.368689,0.082274,0.047364,0.043257,0.066387,0.034379,0.012548,0.028608,0.022507,0.055119,0.020225,0.008641,0.020570,0.011651,0.013792,0.013357
7,0.702201,0.430175,0.361370,0.240960,0.125177,0.069036,0.126417,0.069983,0.037488,0.036349,0.032239,0.049278,0.034516,0.028150,0.021574,0.024996,0.018048,0.011859,0.006915
I,0.515332,0.206973,0.226134,0.081131,0.087534,0.033563,0.027035,0.042052,0.026424,0.037887,0.016101,0.012605,0.005560,0.010333,0.009436,0.010663,0.010676,0.008966,0.006175
D,0.392635,0.118434,0.204636,0.111555,0.118766,0.034362,0.047128,0.006649,0.007236,0.038706,0.011741,0.012857,0.008247,0.007830,0.014277,0.009375,0.005655,0.003767,0.004378
M,0.125074,0.111992,0.038864,0.051150,0.029798,0.026990,0.026107,0.024904,0.010500,0.005878,0.005400,0.011386,0.017239,0.017522,0.017467,0.013954,0.005683,0.002022,0.004382
O,0.651158,0.328300,0.252667,0.240744,0.053957,0.064657,0.041384,0.020945,0.039118,0.032295,0.037970,0.029276,0.017269,0.016643,0.010916,0.017064,0.017715,0.009853,0.009255
H,0.083091,0.133198,0.051051,0.032368,0.019325,0.016701,0.013338,0.017924,0.008778,0.016831,0.012087,0.006921,0.008852,0.004179,0.005840,0.004967,0.002827,0.006838,0.004870
I,0.709203,0.311590,0.258055,0.112722,0.101789,0.050963,0.037095,0.024463,0.036540,0.031832,0.024853,0.012717,0.006023,0.014285,0.012155,0.021856,0.015189,0.008591,0.004139
5,0.782940,0.387599,0.306370,0.252158,0.442689,0.201686,0.095823,0.059906,0.037311,0.083743,0.031993,0.051861,0.022293,0.024757,0.024386,0.019405,0.038527,0.025459,0.019192
8,0.814554,0.294473,0.311516,0.178732,0.177077,0.134264,0.031865,0.070788,0.030373,0.024646,0.017590,0.039816,0.041195,0.031274,0.021828,0.015776,0.008662,0.007631,0.008089
P,0.819271,0.207611,0.255750,0.324171,0.122745,0.033065,0.049721,0.027487,0.049150,0.022866,0.018322,0.020388,0.034343,0.029640,0.031078,0.004257,0.010894,0.004549,0.020458
P,0.738570,0.160831,0.265734,0.302955,0.123447,0.043897,0.055545,0.042445,0.043346,0.023699,0.014481,0.016385,0.015335,0.031144,0.034355,0.008081,0.012954,0.010728,0.014018
R,0.675005,0.059899,0.164884,0.179513,0.110907,0.035729,0.056797,0.047473,0.014464,0.018745,0.014026,0.025820,0.017328,0.012787,0.019587,0.009935,0.012290,0.011817,0.009263
8,0.502019,0.199441,0.230078,0.059729,0.066354,0.041175,0.019950,0.041574,0.020294,0.028173,0.038208,0.036218,0.013107,0.019404,0.019233,0.014635,0.009206,0.011772,0.009031
0,0.110522,0.157029,0.075440,0.030438,0.020733,0.022876,0.022300,0.017732,0.018337,0.006519,0.009091,0.009948,0.008137,0.004214,0.003626,0.007649,0.003271,0.003653,0.002603
B,0.483381,0.159243,0.136594,0.087158,0.056230,0.026176,0.020476,0.013098,0.024829,0.022765,0.024061,0.009354,0.005999,0.005656,0.005554,0.004226,0.007401,0.009184,0.008293
@,0.520359,0.279202,0.208043,0.048900,0.018231,0.021916,0.043602,0.020784,0.025361,0.029532,0.015285,0.018248,0.018066,0.019711,0.016008,0.017611,0.005742,0.007482,0.007282
A,0.325010,0.234014,0.060805,0.042164,0.014804,0.023286,0.020132,0.025850,0.029108,0.030168,0.010640,0.013462,0.016754,0.010904,0.012070,0.009477,0.002088,0.005384,0.006586
9,0.750529,0.291737,0.237834,0.286678,0.277354,0.051212,0.068647,0.038724,0.037714,0.023705,0.041156,0.016391,0.023658,0.035820,0.013743,0.017238,0.014082,0.008240,0.011782
=,0.245344,0.166897,0.091939,0.114039,0.042804,0.042578,0.030283,0.022991,0.019401,0.022413,0.005951,0.015519,0.006956,0.007458,0.001511,0.018311,0.012347,0.014032,0.009983
3,0.708119,0.422246,0.339726,0.236158,0.046190,0.069089,0.042300,0.070929,0.012840,0.037433,0.032835,0.023897,0.018730,0.023407,0.015486,0.024215,0.019337,0.012716,0.013504
;,0.105113,0.190872,0.040971,0.035105,0.035725,0.020426,0.011430,0.019867,0.013218,0.020735,0.018905,0.020727,0.020200,0.015673,0.016032,0.014030,0.006015,0.006265,0.005666
S,0.348176,0.384260,0.243841,0.106450,0.081405,0.069374,0.025369,0.053930,0.053179,0.032716,0.037939,0.016543,0.022605,0.012453,0.009376,0.018748,0.025391,0.008236,0.005904
J,0.434158,0.283096,0.160823,0.151580,0.073119,0.023437,0.037258,0.034289,0.048955,0.011582,0.016102,0.009620,0.014108,0.017342,0.006540,0.009701,0.007573,0.007232,0.004104
5,0.837697,0.370768,0.259240,0.315861,0.427090,0.231635,0.078151,0.052782,0.029626,0.072695,0.031315,0.059305,0.016849,0.018201,0.017635,0.024986,0.032135,0.033330,0.009761
N,0.259185,0.233667,0.095658,0.102107,0.067150,0.026048,0.019762,0.034005,0.020372,0.023985,0.026895,0.019818,0.015608,0.008188,0.015211,0.011633,0.009565,0.003895,0.006639
A,0.277695,0.268284,0.053231,0.060254,0.015184,0.029913,0.014670,0.022238,0.018438,0.024656,0.016855,0.010100,0.019687,0.020872,0.007828,0.005714,0.012044,0.007797,0.003250
>,0.073165,0.117822,0.036527,0.047695,0.053770,0.022207,0.020774,0.012843,0.017561,0.016840,0.021069,0.024188,0.014507,0.021204,0.007073,0.009141,0.005545,0.007091,0.002826
J,0.401612,0.384864,0.199049,0.127612,0.035139,0.032792,0.044295,0.043013,0.024828,0.009476,0.012260,0.011173,0.007402,0.013299,0.014970,0.010619,0.002872,0.005101,0.005649
7,0.658412,0.135040,0.276739,0.270905,0.090742,0.033672,0.031970,0.035610,0.047172,0.030368,0.023794,0.029871,0.015919,0.027643,0.023464,0.012033,0.010415,0.012265,0.007010
1,0.361468,0.157712,0.068312,0.116746,0.031161,0.029664,0.027638,0.004411,0.013767,0.013513,0.020517,0.019720,0.005723,0.009128,0.014132,0.010862,0.006145,0.008175,0.010809
?,0.210595,0.132405,0.078429,0.079671,0.033073,0.050696,0.022824,0.020216,0.012509,0.010994,0.013171,0.013164,0.022929,0.024207,0.008999,0.011003,0.005556,0.013109,0.007458
S,0.462505,0.185774,0.160590,0.058281,0.073498,0.042324,0.011574,0.023515,0.015204,0.014865,0.032662,0.023987,0.023894,0.006064,0.010079,0.011960,0.006736,0.006972,0.007409
E,0.527652,0.365815,0.253784,0.196785,0.065518,0.063024,0.069338,0.024135,0.033826,0.019340,0.023383,0.024534,0.019444,0.011165,0.018896,0.019373,0.017519,0.008718,0.016345
L,0.052981,0.063217,0.024365,0.039938,0.019655,0.025062,0.010585,0.006758,0.009794,0.013938,0.017415,0.018119,0.015667,0.005081,0.006299,0.004794,0.003125,0.004081,0.003060
C,0.322599,0.161939,0.130430,0.063518,0.059526,0.038274,0.031538,0.013184,0.025104,0.011137,0.009567,0.006061,0.005825,0.011527,0.010699,0.017419,0.010491,0.007074,0.006810
0,0.064954,0.132785,0.059910,0.025651,0.037477,0.017527,0.016265,0.016487,0.012776,0.013744,0.008718,0.007373,0.003299,0.008287,0.002189,0.009312,0.003150,0.003047,0.004115
@,0.355563,0.202155,0.113912,0.069644,0.038171,0.039390,0.031262,0.015283,0.016463,0.013696,0.020465,0.009860,0.017173,0.016850,0.010411,0.012179,0.009208,0.008309,0.005968
A,0.267181,0.237299,0.059070,0.072879,0.025651,0.030994,0.021063,0.025215,0.021532,0.023069,0.018606,0.018196,0.010559,0.016699,0.010588,0.003778,0.010572,0.005497,0.002356
P,0.805272,0.195948,0.283239,0.357229,0.098744,0.039807,0.051491,0.046402,0.043920,0.017504,0.025484,0.007609,0.038373,0.036541,0.025618,0.015712,0.008008,0.014677,0.016995
E,0.500503,0.411192,0.231964,0.111953,0.049598,0.072052,0.046487,0.016928,0.031276,0.023560,0.020729,0.029311,0.022758,0.006455,0.010907,0.006189,0.011053,0.015250,0.015295
C,0.312562,0.177213,0.179288,0.080557,0.063070,0.025636,0.035052,0.017847,0.019678,0.021808,0.010186,0.011459,0.006332,0.003273,0.009938,0.008112,0.011094,0.006764,0.008409
O,0.705241,0.196026,0.233831,0.183735,0.080872,0.033922,0.053763,0.020127,0.033260,0.017708,0.036184,0.018506,0.030756,0.010101,0.019801,0.023546,0.013081,0.011264,0.005962
<,0.789181,0.407066,0.199930,0.163387,0.075337,0.053174,0.036326,0.021521,0.019524,0.031612,0.015516,0.010287,0.008753,0.014795,0.001730,0.010895,0.010769,0.009178,0.005337
6,0.811767,0.204094,0.282494,0.307936,0.125112,0.049069,0.070018,0.028587,0.022733,0.041947,0.020846,0.018572,0.022673,0.029516,0.018174,0.011947,0.007273,0.017502,0.007518
J,0.462201,0.298075,0.191018,0.115174,0.042612,0.023880,0.045035,0.038842,0.020356,0.006509,0.006035,0.010520,0.010520,0.016689,0.006672,0.010144,0.008379,0.007196,0.004746
4,0.928205,0.425348,0.090244,0.375946,0.305073,0.104039,0.083483,0.021407,0.058434,0.023928,0.035711,0.032685,0.022213,0.026778,0.043490,0.022150,0.019290,0.017255,0.008505
8,0.770325,0.355909,0.373461,0.211786,0.139380,0.111977,0.051568,0.069820,0.016844,0.040240,0.040628,0.014154,0.028465,0.027901,0.020872,0.024058,0.016837,0.012207,0.018560
I,0.578831,0.245958,0.247430,0.040122,0.049159,0.053758,0.026674,0.019782,0.025061,0.031970,0.014418,0.016075,0.007882,0.006393,0.007998,0.005292,0.005640,0.006941,0.006083
K,0.480700,0.189147,0.121457,0.092521,0.014834,0.058490,0.024934,0.032019,0.020034,0.014685,0.032919,0.033542,0.027298,0.013150,0.009702,0.013624,0.016495,0.006171,0.008061
C,0.258403,0.151211,0.159577,0.080246,0.056653,0.018275,0.039328,0.018214,0.027733,0.011168,0.003451,0.011863,0.004631,0.004108,0.008400,0.006680,0.011467,0.008188,0.006736
J,0.465651,0.262812,0.172037,0.196280,0.061662,0.022886,0.020122,0.046233,0.041094,0.027764,0.014912,0.015529,0.012939,0.009929,0.009581,0.015494,0.014574,0.007012,0.005770
=,0.283745,0.179545,0.064844,0.123242,0.040303,0.032906,0.028088,0.028223,0.021022,0.019050,0.015881,0.008514,0.013538,0.020001,0.016563,0.015345,0.010127,0.013795,0.008691
?,0.250073,0.091305,0.080322,0.084775,0.036250,0.030086,0.038544,0.018604,0.027380,0.020985,0.013480,0.011961,0.012271,0.016164,0.014693,0.011469,0.009165,0.006794,0.003750
1,0.335217,0.160401,0.048884,0.123528,0.048255,0.024272,0.026674,0.013939,0.025539,0.005924,0.014203,0.006910,0.011838,0.008272,0.005690,0.003242,0.004339,0.006583,0.005541
O,0.640190,0.218987,0.221217,0.162998,0.049759,0.060306,0.051340,0.032440,0.023882,0.021276,0.028225,0.016594,0.027951,0.017334,0.019885,0.019288,0.009270,0.008071,0.008579
D,0.440014,0.138999,0.226920,0.136445,0.115655,0.037936,0.043906,0.004123,0.014828,0.039714,0.021243,0.012250,0.024897,0.013206,0.016948,0.021523,0.014662,0.010590,0.009697
4,0.910168,0.485098,0.173727,0.427330,0.322135,0.119700,0.078776,0.037957,0.059518,0.044468,0.028176,0.030495,0.010502,0.037496,0.040344,0.023264,0.011166,0.020315,0.011272
9,0.745263,0.230369,0.269500,0.285410,0.240242,0.056575,0.050762,0.045258,0.036803,0.031079,0.036761,0.023787,0.039173,0.015664,0.011132,0.025726,0.009644,0.020512,0.010555
O,0.610627,0.273620,0.285106,0.161953,0.061753,0.044783,0.034515,0.015320,0.026994,0.010667,0.041586,0.019409,0.014100,0.014551,0.015156,0.007395,0.009156,0.007624,0.015136
R,0.614414,0.066117,0.126379,0.156979,0.117150,0.072233,0.017607,0.044691,0.028094,0.024662,0.022734,0.009144,0.014701,0.021472,0.006429,0.004279,0.002465,0.005900,0.013431
R,0.737911,0.071581,0.144319,0.192432,0.135272,0.042782,0.044310,0.039775,0.020438,0.021616,0.024879,0.030749,0.018387,0.010846,0.017245,0.004650,0.010414,0.008039,0.006980
Q,0.498719,0.191116,0.245329,0.101478,0.096450,0.046832,0.044558,0.028971,0.037054,0.034142,0.006114,0.018545,0.006001,0.009024,0.007306,0.010932,0.008614,0.004411,0.004124
N,0.273563,0.207319,0.075789,0.096959,0.031876,0.020498,0.013526,0.023637,0.009433,0.008341,0.015237,0.012911,0.013014,0.007979,0.013620,0.008109,0.013850,0.012752,0.004269
L,0.072807,0.108419,0.062840,0.038687,0.045804,0.025493,0.021293,0.015290,0.021692,0.017399,0.017840,0.017884,0.013915,0.017242,0.005342,0.006148,0.004589,0.005382,0.004590
P,0.611915,0.151655,0.361112,0.199550,0.338324,0.070846,0.027486,0.057259,0.033930,0.053391,0.025358,0.019933,0.023742,0.042328,0.037994,0.020146,0.023036,0.019300,0.012504
O,0.623008,0.214376,0.210297,0.164902,0.057331,0.058860,0.057700,0.030244,0.021540,0.021849,0.028241,0.018812,0.027323,0.016607,0.018119,0.021493,0.007193,0.009507,0.007935
?,0.311761,0.121040,0.108566,0.114818,0.074527,0.054301,0.024229,0.048513,0.029403,0.030159,0.019984,0.015513,0.010032,0.015226,0.017682,0.013320,0.008459,0.003775,0.003834
E,0.457933,0.376231,0.173967,0.223379,0.038398,0.042691,0.048357,0.045236,0.037410,0.025311,0.021833,0.043125,0.017788,0.015594,0.013599,0.010952,0.013836,0.007574,0.008114
N,0.307178,0.221671,0.092298,0.089531,0.043703,0.018059,0.022213,0.024127,0.011217,0.017213,0.016661,0.021413,0.015616,0.007435,0.022694,0.014951,0.017031,0.006312,0.008059
1,0.359499,0.170657,0.079577,0.092551,0.042866,0.047375,0.032740,0.027402,0.011558,0.020072,0.013456,0.013830,0.007378,0.008534,0.017496,0.006247,0.006712,0.012009,0.010106
S,0.406508,0.154725,0.103999,0.086838,0.075040,0.042113,0.019129,0.032286,0.015302,0.019324,0.014397,0.014592,0.012777,0.006329,0.014070,0.005740,0.010784,0.008452,0.005742
2,0.686298,0.259246,0.297224,0.171429,0.066766,0.062884,0.052822,0.017263,0.014649,0.018868,0.049858,0.026012,0.009445,0.023196,0.005760,0.010731,0.005339,0.011407,0.011947
F,0.122178,0.059306,0.041979,0.039304,0.018880,0.021125,0.005219,0.012167,0.008865,0.009168,0.012888,0.006541,0.011860,0.007588,0.008745,0.006490,0.003286,0.005234,0.004112
S,0.345642,0.217674,0.063303,0.132372,0.033092,0.030363,0.028977,0.019244,0.020242,0.012396,0.010937,0.007248,0.002558,0.005119,0.009955,0.005226,0.012005,0.009301,0.006435
6,0.803166,0.164173,0.287224,0.359937,0.103678,0.054010,0.064245,0.032681,0.042617,0.030676,0.029554,0.019709,0.048260,0.029016,0.017736,0.014226,0.017786,0.004336,0.018557
>,0.068640,0.106885,0.074849,0.065794,0.042904,0.027210,0.012506,0.031380,0.011075,0.018768,0.008414,0.015722,0.012751,0.020527,0.017330,0.013790,0.009734,0.005309,0.003897
S,0.406071,0.155812,0.106679,0.088651,0.070499,0.040058,0.018794,0.027384,0.017314,0.018092,0.018036,0.014749,0.012928,0.007317,0.014970,0.006147,0.011826,0.012917,0.005800
=,0.349284,0.181897,0.089242,0.113752,0.034543,0.028989,0.032986,0.014889,0.007998,0.021925,0.008748,0.025235,0.017999,0.034190,0.012434,0.012005,0.008825,0.012146,0.009536
E,0.493257,0.403764,0.242818,0.103605,0.047654,0.073877,0.047287,0.017669,0.029998,0.023290,0.020371,0.027097,0.023394,0.007318,0.010715,0.004936,0.008940,0.014814,0.014165
S,0.465354,0.188677,0.161684,0.057263,0.071213,0.042457,0.011993,0.022244,0.015757,0.015170,0.032880,0.023744,0.023715,0.004911,0.009580,0.011300,0.006082,0.007108,0.007626
Q,0.374217,0.185239,0.190175,0.078268,0.103915,0.025404,0.037338,0.023158,0.022962,0.022338,0.015089,0.018586,0.015371,0.019437,0.012941,0.007744,0.003934,0.002327,0.006039
2,0.679117,0.253411,0.287804,0.179325,0.075528,0.055848,0.050122,0.024116,0.013874,0.023727,0.050966,0.035872,0.016036,0.031426,0.009924,0.012503,0.010869,0.012862,0.013281
:,0.150275,0.079065,0.051300,0.049677,0.036398,0.031160,0.027157,0.017199,0.011304,0.012926,0.017452,0.010376,0.010567,0.012022,0.020934,0.012826,0.011711,0.007196,0.003691
E,0.453405,0.375204,0.208385,0.172646,0.027264,0.059934,0.045351,0.026286,0.035590,0.010787,0.029747,0.020828,0.014431,0.024492,0.005324,0.015212,0.003667,0.009574,0.010698
O,0.651708,0.257229,0.263252,0.159766,0.051587,0.050828,0.030150,0.031293,0.031903,0.035499,0.024339,0.019947,0.024196,0.012515,0.018214,0.016860,0.013989,0.011536,0.007223
1,0.424566,0.129919,0.094148,0.098379,0.035616,0.030347,0.042471,0.015707,0.004450,0.022115,0.011137,0.027294,0.010089,0.022446,0.009873,0.016189,0.015598,0.007384,0.008029
5,0.803923,0.386899,0.302547,0.276147,0.424475,0.170942,0.106980,0.078251,0.040539,0.068117,0.055517,0.032119,0.023890,0.030874,0.018891,0.030112,0.034665,0.020846,0.012714
7,0.672868,0.310393,0.333296,0.248852,0.109932,0.127498,0.062652,0.099856,0.058891,0.032334,0.015203,0.019615,0.023417,0.038647,0.030334,0.012758,0.017297,0.006409,0.015974
9,0.886864,0.134268,0.371575,0.304915,0.176045,0.082127,0.061744,0.060688,0.045182,0.017817,0.034979,0.030846,0.032161,0.019616,0.011634,0.033961,0.017207,0.011820,0.003957
8,0.845824,0.243221,0.271859,0.264788,0.123725,0.054615,0.042765,0.081775,0.045936,0.031116,0.044476,0.029222,0.029005,0.020362,0.015380,0.019004,0.017420,0.011858,0.015560
8,0.928655,0.323920,0.327916,0.169201,0.237927,0.115147,0.052059,0.090064,0.029188,0.018960,0.034043,0.030313,0.049780,0.034206,0.014601,0.023747,0.007514,0.006464,0.007019
G,0.028814,0.126347,0.091749,0.028191,0.032868,0.015827,0.019921,0.009479,0.006650,0.006913,0.008363,0.006086,0.006699,0.007471,0.004182,0.001958,0.001943,0.003283,0.001766
P,0.624706,0.348745,0.335337,0.202815,0.392442,0.049810,0.071826,0.075023,0.029219,0.037694,0.029290,0.028080,0.049721,0.040479,0.009563,0.028105,0.013410,0.028037,0.012330
E,0.443395,0.329253,0.188949,0.150948,0.025444,0.049621,0.042509,0.041676,0.008590,0.022402,0.017465,0.011913,0.009410,0.008191,0.017200,0.005106,0.006314,0.009155,0.001897
9,0.763089,0.289444,0.245227,0.275875,0.271304,0.051819,0.074212,0.042012,0.036406,0.023889,0.045133,0.018618,0.029630,0.033874,0.013528,0.019395,0.011298,0.007128,0.016294
G,0.036007,0.087156,0.067404,0.025082,0.026635,0.017341,0.030582,0.013540,0.018276,0.017028,0.007778,0.010770,0.005614,0.004225,0.007011,0.005976,0.003933,0.004807,0.003644
I,0.510670,0.287998,0.191700,0.098652,0.085485,0.030816,0.023614,0.028894,0.017366,0.024427,0.013725,0.022373,0.013478,0.010869,0.006552,0.005121,0.007304,0.006106,0.006994
1,0.388984,0.144015,0.084025,0.105553,0.031133,0.026322,0.023812,0.021106,0.010028,0.021488,0.011103,0.010604,0.005685,0.006446,0.014685,0.005025,0.007324,0.009195,0.008915
H,0.136342,0.165089,0.065934,0.041132,0.022917,0.026912,0.017331,0.021913,0.005192,0.008850,0.015781,0.005169,0.006096,0.008487,0.004124,0.007978,0.003793,0.005520,0.003118
?,0.251240,0.121158,0.059074,0.077909,0.033370,0.034917,0.024944,0.014315,0.014943,0.017063,0.010022,0.018012,0.022641,0.023355,0.013250,0.013049,0.006247,0.012323,0.006242
D,0.438306,0.153992,0.227545,0.114596,0.120588,0.014627,0.028012,0.050503,0.019910,0.013094,0.013639,0.007347,0.019544,0.009863,0.007390,0.010454,0.012006,0.009245,0.003558
R,0.608395,0.033086,0.160183,0.166988,0.117934,0.046870,0.031871,0.051533,0.027652,0.020585,0.016867,0.013681,0.016059,0.016923,0.004774,0.002956,0.009869,0.012222,0.012907
S,0.255077,0.139686,0.149431,0.070442,0.094343,0.059398,0.047812,0.008236,0.013499,0.018508,0.012758,0.012256,0.013761,0.011432,0.004190,0.007238,0.012471,0.010267,0.008086
J,0.498165,0.332428,0.137970,0.106062,0.035927,0.042518,0.072736,0.040184,0.032337,0.009761,0.014115,0.009708,0.007875,0.018056,0.013895,0.008911,0.005539,0.008106,0.003136
R,0.745127,0.070640,0.146691,0.197832,0.129628,0.043922,0.050427,0.037431,0.021717,0.021402,0.024784,0.031170,0.018383,0.010756,0.016680,0.006126,0.009654,0.007473,0.008088
A,0.273467,0.252453,0.090029,0.051855,0.025997,0.025583,0.016622,0.023973,0.015340,0.022773,0.019031,0.008979,0.016218,0.019923,0.015329,0.012529,0.004190,0.009213,0.009443
7,0.710095,0.406622,0.307891,0.254170,0.167812,0.113163,0.098920,0.083869,0.038499,0.054336,0.038654,0.027418,0.035687,0.022147,0.008504,0.022713,0.019675,0.013119,0.011559
1,0.419611,0.165180,0.093239,0.077017,0.044587,0.041708,0.035866,0.017760,0.021321,0.023885,0.010470,0.008907,0.014521,0.013615,0.013929,0.005857,0.012454,0.016003,0.006479
4,0.956919,0.443656,0.092741,0.368111,0.323516,0.103106,0.079476,0.013377,0.055972,0.028202,0.038550,0.029431,0.016726,0.018829,0.041894,0.024157,0.024383,0.018454,0.005176
M,0.139263,0.115168,0.041226,0.051290,0.027305,0.033404,0.026694,0.012784,0.011731,0.005128,0.011331,0.017408,0.020578,0.023227,0.016248,0.007308,0.002243,0.005549,0.005232
S,0.299496,0.199816,0.106043,0.118830,0.053329,0.036890,0.017386,0.015156,0.020587,0.020441,0.013192,0.017782,0.015263,0.010827,0.002342,0.002235,0.006920,0.006701,0.006190
S,0.323304,0.205280,0.051284,0.126558,0.028846,0.033190,0.030590,0.026926,0.015502,0.012819,0.008061,0.008522,0.002092,0.001434,0.007970,0.003901,0.012850,0.011877,0.006726
1,0.288962,0.169174,0.140610,0.103246,0.075032,0.025909,0.024510,0.021588,0.017684,0.018828,0.014594,0.021531,0.007444,0.005236,0.008269,0.009556,0.012589,0.010622,0.009514
?,0.226166,0.149738,0.086500,0.058928,0.045276,0.020312,0.031162,0.027615,0.016937,0.025996,0.020131,0.012727,0.016087,0.015724,0.012972,0.006932,0.006279,0.007113,0.004081
O,0.743793,0.320166,0.309212,0.107912,0.014774,0.061449,0.043569,0.020120,0.015285,0.040942,0.026882,0.014396,0.022245,0.016671,0.017342,0.012637,0.008758,0.011624,0.006686
6,0.742502,0.197016,0.301755,0.336501,0.099315,0.043398,0.052306,0.046570,0.030872,0.021456,0.035341,0.013087,0.042740,0.027942,0.012193,0.019426,0.014931,0.007193,0.016524
C,0.318394,0.180909,0.182950,0.083376,0.061840,0.025174,0.033482,0.020069,0.018569,0.022989,0.010447,0.009660,0.007649,0.004860,0.008682,0.010216,0.011722,0.007125,0.008270
2,0.669997,0.299302,0.302916,0.145706,0.052211,0.051714,0.039786,0.015097,0.029017,0.020345,0.041253,0.009300,0.005900,0.017095,0.010930,0.007144,0.010470,0.008149,0.008349
@,0.378717,0.184999,0.114357,0.103370,0.036967,0.043671,0.031837,0.017542,0.011219,0.013799,0.017207,0.008255,0.023343,0.014000,0.017647,0.009413,0.010301,0.011426,0.009060
A,0.264153,0.232536,0.083846,0.096060,0.022515,0.025637,0.004226,0.021118,0.008729,0.020742,0.021180,0.026389,0.014799,0.011275,0.016949,0.012925,0.008177,0.005258,0.008395
